   X,    Y,    Latitude,   Longitude, HGT_201906111700
  15,    9,   49.711731,  -99.531064,    18248.594
  16,    9,   49.714976,  -99.378395,    18246.881
  17,    9,   49.718110,  -99.225715,    18245.545
  18,    9,   49.721132,  -99.073023,    18244.617
  19,    9,   49.724043,  -98.920322,    18243.953
  20,    9,   49.726843,  -98.767610,    18243.400
  21,    9,   49.729531,  -98.614889,    18242.842
  22,    9,   49.732109,  -98.462159,    18242.297
  23,    9,   49.734575,  -98.309420,    18241.865
  24,    9,   49.736929,  -98.156673,    18241.457
  25,    9,   49.739173,  -98.003917,    18241.057
  26,    9,   49.741305,  -97.851154,    18240.664
  27,    9,   49.743326,  -97.698384,    18240.281
  28,    9,   49.745235,  -97.545607,    18239.873
  29,    9,   49.747034,  -97.392823,    18239.488
  30,    9,   49.748721,  -97.240034,    18239.105
  31,    9,   49.750296,  -97.087238,    18238.705
  32,    9,   49.751761,  -96.934438,    18238.313
  33,    9,   49.753114,  -96.781632,    18237.977
  34,    9,   49.754356,  -96.628822,    18237.625
  35,    9,   49.755486,  -96.476008,    18237.305
  36,    9,   49.756506,  -96.323190,    18237.018
  37,    9,   49.757414,  -96.170368,    18236.744
  38,    9,   49.758210,  -96.017544,    18236.514
  39,    9,   49.758896,  -95.864717,    18236.297
  40,    9,   49.759470,  -95.711888,    18236.113
  41,    9,   49.759932,  -95.559057,    18235.945
  42,    9,   49.760284,  -95.406224,    18235.785
  43,    9,   49.760524,  -95.253391,    18235.633
  44,    9,   49.760653,  -95.100557,    18235.496
   1,   10,   49.753282, -101.674565,    18254.809
   2,   10,   49.758085, -101.521921,    18257.105
   3,   10,   49.762777, -101.369259,    18259.873
   4,   10,   49.767358, -101.216582,    18261.576
   5,   10,   49.771827, -101.063889,    18259.938
   6,   10,   49.776186, -100.911180,    18257.850
   7,   10,   49.780433, -100.758457,    18255.496
   8,   10,   49.784569, -100.605719,    18253.225
   9,   10,   49.788593, -100.452966,    18251.416
  10,   10,   49.792507, -100.300200,    18251.232
  11,   10,   49.796309, -100.147420,    18251.537
  12,   10,   49.799999,  -99.994627,    18251.537
  13,   10,   49.803579,  -99.841822,    18250.736
  14,   10,   49.807047,  -99.689004,    18249.336
  15,   10,   49.810404,  -99.536174,    18247.842
  16,   10,   49.813649,  -99.383333,    18246.689
  17,   10,   49.816784,  -99.230481,    18245.889
  18,   10,   49.819807,  -99.077617,    18245.346
  19,   10,   49.822718,  -98.924744,    18244.842
  20,   10,   49.825519,  -98.771860,    18244.193
  21,   10,   49.828208,  -98.618967,    18243.465
  22,   10,   49.830786,  -98.466065,    18242.713
  23,   10,   49.833252,  -98.313154,    18242.080
  24,   10,   49.835607,  -98.160234,    18241.633
  25,   10,   49.837851,  -98.007306,    18241.217
  26,   10,   49.839984,  -97.854371,    18240.809
  27,   10,   49.842005,  -97.701429,    18240.426
  28,   10,   49.843915,  -97.548479,    18240.033
  29,   10,   49.845714,  -97.395523,    18239.633
