   X,    Y,    Latitude,   Longitude, UGRD_201906170000
  41,    3,   49.165960,  -95.555301,       -8.710
  42,    3,   49.166311,  -95.403495,       -8.460
  43,    3,   49.166551,  -95.251689,       -8.022
  44,    3,   49.166680,  -95.099881,       -7.210
   1,    4,   49.159986, -101.629744,       -3.335
   2,    4,   49.164782, -101.478121,       -3.397
   3,    4,   49.169468, -101.326482,       -3.397
   4,    4,   49.174043, -101.174827,       -3.460
   5,    4,   49.178506, -101.023157,       -3.460
   6,    4,   49.182859, -100.871472,       -3.460
   7,    4,   49.187100, -100.719771,       -3.397
   8,    4,   49.191230, -100.568057,       -3.147
   9,    4,   49.195249, -100.416329,       -2.960
  10,    4,   49.199157, -100.264587,       -3.022
  11,    4,   49.202954, -100.112832,       -3.460
  12,    4,   49.206640,  -99.961064,       -3.772
  13,    4,   49.210215,  -99.809283,       -3.772
  14,    4,   49.213678,  -99.657491,       -3.772
  15,    4,   49.217030,  -99.505687,       -3.772
  16,    4,   49.220272,  -99.353871,       -3.772
  17,    4,   49.223402,  -99.202045,       -3.772
  18,    4,   49.226421,  -99.050208,       -3.960
  19,    4,   49.229328,  -98.898361,       -4.147
  20,    4,   49.232125,  -98.746504,       -4.397
  21,    4,   49.234810,  -98.594637,       -4.835
  22,    4,   49.237385,  -98.442762,       -4.897
  23,    4,   49.239848,  -98.290878,       -4.710
  24,    4,   49.242200,  -98.138986,       -4.210
  25,    4,   49.244441,  -97.987086,       -3.522
  26,    4,   49.246571,  -97.835178,       -3.022
  27,    4,   49.248589,  -97.683264,       -3.210
  28,    4,   49.250497,  -97.531342,       -3.772
  29,    4,   49.252293,  -97.379414,       -4.397
  30,    4,   49.253978,  -97.227480,       -5.085
  31,    4,   49.255552,  -97.075541,       -5.647
  32,    4,   49.257015,  -96.923596,       -5.897
  33,    4,   49.258366,  -96.771647,       -6.147
  34,    4,   49.259607,  -96.619693,       -6.460
  35,    4,   49.260736,  -96.467735,       -7.335
  36,    4,   49.261754,  -96.315774,       -7.897
  37,    4,   49.262661,  -96.163809,       -8.397
  38,    4,   49.263457,  -96.011841,       -8.647
  39,    4,   49.264142,  -95.859870,       -8.772
  40,    4,   49.264715,  -95.707898,       -8.647
  41,    4,   49.265177,  -95.555923,       -8.647
  42,    4,   49.265528,  -95.403948,       -8.460
  43,    4,   49.265768,  -95.251971,       -7.897
  44,    4,   49.265897,  -95.099993,       -6.710
   1,    5,   49.259090, -101.637172,       -3.147
   2,    5,   49.263888, -101.485380,       -3.210
   3,    5,   49.268575, -101.333572,       -3.272
   4,    5,   49.273150, -101.181747,       -3.335
   5,    5,   49.277615, -101.029908,       -3.335
   6,    5,   49.281968, -100.878053,       -3.272
   7,    5,   49.286211, -100.726183,       -3.272
   8,    5,   49.290342, -100.574299,       -3.147
   9,    5,   49.294362, -100.422401,       -3.210
  10,    5,   49.298271, -100.270489,       -3.647
  11,    5,   49.302068, -100.118564,       -4.022
  12,    5,   49.305755,  -99.966626,       -3.897
  13,    5,   49.309330,  -99.814676,       -3.710
  14,    5,   49.312795,  -99.662713,       -3.460
  15,    5,   49.316148,  -99.510739,       -3.335
  16,    5,   49.319390,  -99.358754,       -3.647
  17,    5,   49.322521,  -99.206757,       -3.960
  18,    5,   49.325540,  -99.054750,       -4.272
  19,    5,   49.328449,  -98.902733,       -4.397
  20,    5,   49.331246,  -98.750706,       -4.397
  21,    5,   49.333932,  -98.598670,       -4.835
  22,    5,   49.336507,  -98.446624,       -4.897
  23,    5,   49.338971,  -98.294570,       -4.835
  24,    5,   49.341323,  -98.142507,       -4.710
  25,    5,   49.343565,  -97.990437,       -4.210
  26,    5,   49.345695,  -97.838359,       -3.397
  27,    5,   49.347714,  -97.686274,       -3.272
  28,    5,   49.349622,  -97.534182,       -3.585
  29,    5,   49.351419,  -97.382084,       -4.147
  30,    5,   49.353104,  -97.229980,       -4.710
  31,    5,   49.354678,  -97.077870,       -5.335
  32,    5,   49.356142,  -96.925755,       -5.897
  33,    5,   49.357493,  -96.773635,       -6.522
  34,    5,   49.358734,  -96.621511,       -7.085
  35,    5,   49.359864,  -96.469382,       -7.710
  36,    5,   49.360882,  -96.317250,       -8.272
  37,    5,   49.361789,  -96.165115,       -8.522
  38,    5,   49.362585,  -96.012976,       -8.585
  39,    5,   49.363270,  -95.860835,       -8.585
  40,    5,   49.363843,  -95.708692,       -8.397
  41,    5,   49.364306,  -95.556547,       -8.272
  42,    5,   49.364657,  -95.404401,       -7.960
  43,    5,   49.364897,  -95.252254,       -7.210
  44,    5,   49.365026,  -95.100106,       -5.522
   1,    6,   49.358106, -101.644617,       -2.897
   2,    6,   49.362905, -101.492655,       -2.960
   3,    6,   49.367593, -101.340677,       -3.022
   4,    6,   49.372169, -101.188683,       -3.022
   5,    6,   49.376635, -101.036673,       -3.022
   6,    6,   49.380990, -100.884648,       -2.960
   7,    6,   49.385233, -100.732609,       -2.960
   8,    6,   49.389365, -100.580555,       -3.022
   9,    6,   49.393386, -100.428486,       -3.272
  10,    6,   49.397296, -100.276405,       -3.585
  11,    6,   49.401094, -100.124309,       -3.835
  12,    6,   49.404782,  -99.972201,       -3.835
  13,    6,   49.408358,  -99.820081,       -3.522
  14,    6,   49.411823,  -99.667948,       -3.210
  15,    6,   49.415177,  -99.515803,       -2.960
  16,    6,   49.418420,  -99.363648,       -3.585
  17,    6,   49.421551,  -99.211481,       -4.085
  18,    6,   49.424571,  -99.059303,       -4.397
  19,    6,   49.427481,  -98.907116,       -4.522
  20,    6,   49.430279,  -98.754918,       -4.585
  21,    6,   49.432965,  -98.602711,       -4.647
  22,    6,   49.435541,  -98.450495,       -4.647
  23,    6,   49.438005,  -98.298270,       -4.710
  24,    6,   49.440358,  -98.146037,       -4.960
  25,    6,   49.442600,  -97.993796,       -4.835
  26,    6,   49.444731,  -97.841547,       -4.397
  27,    6,   49.446750,  -97.689291,       -4.147
  28,    6,   49.448659,  -97.537029,       -4.022
  29,    6,   49.450456,  -97.384760,       -3.960
  30,    6,   49.452142,  -97.232485,       -4.647
  31,    6,   49.453716,  -97.080204,       -5.272
  32,    6,   49.455180,  -96.927918,       -5.835
  33,    6,   49.456532,  -96.775628,       -6.522
  34,    6,   49.457773,  -96.623332,       -7.272
  35,    6,   49.458903,  -96.471033,       -7.897
  36,    6,   49.459921,  -96.318730,       -8.272
  37,    6,   49.460829,  -96.166424,       -8.335
  38,    6,   49.461625,  -96.014114,       -8.460
  39,    6,   49.462310,  -95.861802,       -8.272
  40,    6,   49.462883,  -95.709488,       -8.022
  41,    6,   49.463346,  -95.557173,       -7.647
  42,    6,   49.463697,  -95.404855,       -6.960
  43,    6,   49.463937,  -95.252537,       -5.647
  44,    6,   49.464066,  -95.100218,       -4.085
   1,    7,   49.457033, -101.652079,       -2.772
   2,    7,   49.461833, -101.499947,       -2.772
   3,    7,   49.466522, -101.347799,       -2.772
   4,    7,   49.471100, -101.195634,       -2.710
   5,    7,   49.475567, -101.043454,       -2.647
   6,    7,   49.479922, -100.891259,       -2.522
   7,    7,   49.484166, -100.739049,       -2.585
   8,    7,   49.488300, -100.586824,       -2.835
   9,    7,   49.492321, -100.434586,       -3.147
  10,    7,   49.496232, -100.282333,       -3.460
  11,    7,   49.500032, -100.130068,       -3.585
  12,    7,   49.503720,  -99.977789,       -3.522
  13,    7,   49.507297,  -99.825498,       -3.335
  14,    7,   49.510763,  -99.673194,       -3.085
  15,    7,   49.514117,  -99.520879,       -3.147
  16,    7,   49.517361,  -99.368552,       -3.647
  17,    7,   49.520493,  -99.216215,       -4.022
  18,    7,   49.523514,  -99.063866,       -4.272
  19,    7,   49.526424,  -98.911508,       -4.272
  20,    7,   49.529222,  -98.759139,       -4.147
  21,    7,   49.531910,  -98.606761,       -4.085
  22,    7,   49.534486,  -98.454374,       -4.022
  23,    7,   49.536951,  -98.301978,       -4.085
  24,    7,   49.539304,  -98.149574,       -4.272
  25,    7,   49.541547,  -97.997162,       -4.522
  26,    7,   49.543678,  -97.844742,       -4.710
  27,    7,   49.545698,  -97.692315,       -4.897
  28,    7,   49.547607,  -97.539882,       -5.085
  29,    7,   49.549404,  -97.387442,       -5.272
  30,    7,   49.551091,  -97.234995,       -5.147
  31,    7,   49.552666,  -97.082544,       -5.147
  32,    7,   49.554129,  -96.930086,       -5.397
  33,    7,   49.555482,  -96.777625,       -6.272
  34,    7,   49.556723,  -96.625158,       -7.147
  35,    7,   49.557853,  -96.472687,       -7.647
  36,    7,   49.558872,  -96.320213,       -7.897
  37,    7,   49.559780,  -96.167735,       -7.960
  38,    7,   49.560576,  -96.015255,       -7.960
