   X,    Y,    Latitude,   Longitude, HGT_201906170000
  34,    6,   49.457773,  -96.623332,      407.397
  35,    6,   49.458903,  -96.471033,      455.897
  36,    6,   49.459921,  -96.318730,      597.647
  37,    6,   49.460829,  -96.166424,      767.397
  38,    6,   49.461625,  -96.014114,      776.022
  39,    6,   49.462310,  -95.861802,      823.772
  40,    6,   49.462883,  -95.709488,      867.397
  41,    6,   49.463346,  -95.557173,      883.022
  42,    6,   49.463697,  -95.404855,      860.772
  43,    6,   49.463937,  -95.252537,      791.147
  44,    6,   49.464066,  -95.100218,      487.522
   1,    7,   49.457033, -101.652079,      666.647
   2,    7,   49.461833, -101.499947,      648.772
   3,    7,   49.466522, -101.347799,      630.022
   4,    7,   49.471100, -101.195634,      596.897
   5,    7,   49.475567, -101.043454,      532.897
   6,    7,   49.479922, -100.891259,      400.647
   7,    7,   49.484166, -100.739049,      357.772
   8,    7,   49.488300, -100.586824,      333.647
   9,    7,   49.492321, -100.434586,      325.522
  10,    7,   49.496232, -100.282333,      337.522
  11,    7,   49.500032, -100.130068,      347.397
  12,    7,   49.503720,  -99.977789,      365.147
  13,    7,   49.507297,  -99.825498,      356.772
  14,    7,   49.510763,  -99.673194,      318.272
  15,    7,   49.514117,  -99.520879,      271.272
  16,    7,   49.517361,  -99.368552,      308.772
  17,    7,   49.520493,  -99.216215,      354.522
  18,    7,   49.523514,  -99.063866,      392.647
  19,    7,   49.526424,  -98.911508,      411.522
  20,    7,   49.529222,  -98.759139,      398.022
  21,    7,   49.531910,  -98.606761,      413.897
  22,    7,   49.534486,  -98.454374,      421.397
  23,    7,   49.536951,  -98.301978,      418.272
  24,    7,   49.539304,  -98.149574,      416.272
  25,    7,   49.541547,  -97.997162,      472.647
  26,    7,   49.543678,  -97.844742,      404.647
  27,    7,   49.545698,  -97.692315,      341.022
  28,    7,   49.547607,  -97.539882,      272.897
  29,    7,   49.549404,  -97.387442,      205.647
  30,    7,   49.551091,  -97.234995,      218.647
  31,    7,   49.552666,  -97.082544,      210.147
  32,    7,   49.554129,  -96.930086,      203.147
  33,    7,   49.555482,  -96.777625,      225.022
  34,    7,   49.556723,  -96.625158,      488.272
  35,    7,   49.557853,  -96.472687,      702.522
  36,    7,   49.558872,  -96.320213,      851.147
  37,    7,   49.559780,  -96.167735,      881.897
  38,    7,   49.560576,  -96.015255,      850.272
  39,    7,   49.561261,  -95.862772,      872.897
  40,    7,   49.561835,  -95.710286,      851.147
  41,    7,   49.562297,  -95.557799,      782.272
  42,    7,   49.562649,  -95.405311,      685.647
  43,    7,   49.562889,  -95.252821,      470.397
  44,    7,   49.563018,  -95.100331,      195.397
   1,    8,   49.555872, -101.659558,      680.397
   2,    8,   49.560673, -101.507255,      629.397
   3,    8,   49.565363, -101.354936,      547.022
   4,    8,   49.569942, -101.202601,      466.397
   5,    8,   49.574410, -101.050251,      423.272
   6,    8,   49.578766, -100.897885,      360.772
   7,    8,   49.583011, -100.745504,      326.772
   8,    8,   49.587145, -100.593108,      310.397
   9,    8,   49.591168, -100.440699,      306.897
  10,    8,   49.595080, -100.288275,      310.647
  11,    8,   49.598880, -100.135839,      320.522
  12,    8,   49.602569,  -99.983389,      323.272
  13,    8,   49.606147,  -99.830927,      307.772
  14,    8,   49.609613,  -99.678452,      276.522
  15,    8,   49.612969,  -99.525966,      254.022
