   X,    Y,    Latitude,   Longitude, HPBL_201906300000
   1,   11,   49.851852, -101.682094,     1724.800
   2,   11,   49.856656, -101.529278,     1724.800
   3,   11,   49.861349, -101.376445,     1733.280
   4,   11,   49.865931, -101.223596,     1741.920
   5,   11,   49.870402, -101.070731,     1975.520
   6,   11,   49.874761, -100.917851,     1982.240
   7,   11,   49.879009, -100.764955,     1982.240
   8,   11,   49.883146, -100.612045,     1758.880
   9,   11,   49.887171, -100.459121,     1387.040
  10,   11,   49.891085, -100.306182,     1236.000
  11,   11,   49.894888, -100.153230,     1236.000
  12,   11,   49.898580, -100.000265,     1102.720
  13,   11,   49.902160,  -99.847288,     1103.840
  14,   11,   49.905629,  -99.694298,      892.640
  15,   11,   49.908986,  -99.541296,      164.160
  16,   11,   49.912233,  -99.388282,      164.160
  17,   11,   49.915368,  -99.235257,      163.840
  18,   11,   49.918391,  -99.082222,      121.920
  19,   11,   49.921304,  -98.929176,      207.840
  20,   11,   49.924105,  -98.776120,      207.840
  21,   11,   49.926794,  -98.623054,      208.640
  22,   11,   49.929373,  -98.469979,      209.280
  23,   11,   49.931840,  -98.316896,      165.920
  24,   11,   49.934196,  -98.163803,       82.400
  25,   11,   49.936440,  -98.010703,       82.400
  26,   11,   49.938573,  -97.857595,       82.880
  27,   11,   49.940595,  -97.704480,      260.000
  28,   11,   49.942505,  -97.551358,      690.880
  29,   11,   49.944304,  -97.398229,     1425.280
  30,   11,   49.945992,  -97.245095,      691.680
  31,   11,   49.947568,  -97.091954,     1810.240
  32,   11,   49.949033,  -96.938808,     1809.280
  33,   11,   49.950387,  -96.785657,     1602.080
  34,   11,   49.951630,  -96.632502,     1602.080
  35,   11,   49.952761,  -96.479343,     1806.080
  36,   11,   49.953780,  -96.326179,     1598.080
  37,   11,   49.954689,  -96.173013,     1417.280
  38,   11,   49.955486,  -96.019843,     1417.280
  39,   11,   49.956171,  -95.866671,     1415.040
  40,   11,   49.956746,  -95.713496,     1257.120
  41,   11,   49.957209,  -95.560320,     1119.360
  42,   11,   49.957560,  -95.407142,      902.080
  43,   11,   49.957800,  -95.253964,      902.080
  44,   11,   49.957929,  -95.100784,      901.280
   1,   12,   49.950332, -101.689641,     1725.280
   2,   12,   49.955138, -101.536652,     1725.280
   3,   12,   49.959832, -101.383647,     1733.280
   4,   12,   49.964415, -101.230626,     1742.560
