   X,    Y,    Latitude,   Longitude, VGRD_201906102200
  16,    5,   49.319390,  -99.358754,       -2.088
  17,    5,   49.322521,  -99.206757,       -2.025
  18,    5,   49.325540,  -99.054750,       -1.963
  19,    5,   49.328449,  -98.902733,       -1.838
  20,    5,   49.331246,  -98.750706,       -1.775
  21,    5,   49.333932,  -98.598670,       -1.838
  22,    5,   49.336507,  -98.446624,       -1.713
  23,    5,   49.338971,  -98.294570,       -1.650
  24,    5,   49.341323,  -98.142507,       -1.650
  25,    5,   49.343565,  -97.990437,       -1.838
  26,    5,   49.345695,  -97.838359,       -1.900
  27,    5,   49.347714,  -97.686274,       -2.088
  28,    5,   49.349622,  -97.534182,       -2.400
  29,    5,   49.351419,  -97.382084,       -2.650
  30,    5,   49.353104,  -97.229980,       -2.900
  31,    5,   49.354678,  -97.077870,       -3.025
  32,    5,   49.356142,  -96.925755,       -3.088
  33,    5,   49.357493,  -96.773635,       -3.150
  34,    5,   49.358734,  -96.621511,       -3.213
  35,    5,   49.359864,  -96.469382,       -3.400
  36,    5,   49.360882,  -96.317250,       -3.400
  37,    5,   49.361789,  -96.165115,       -3.400
  38,    5,   49.362585,  -96.012976,       -3.400
  39,    5,   49.363270,  -95.860835,       -3.463
  40,    5,   49.363843,  -95.708692,       -3.588
  41,    5,   49.364306,  -95.556547,       -3.775
  42,    5,   49.364657,  -95.404401,       -3.963
  43,    5,   49.364897,  -95.252254,       -4.088
  44,    5,   49.365026,  -95.100106,       -4.150
   1,    6,   49.358106, -101.644617,       -0.400
   2,    6,   49.362905, -101.492655,       -0.338
   3,    6,   49.367593, -101.340677,       -0.275
   4,    6,   49.372169, -101.188683,       -0.275
   5,    6,   49.376635, -101.036673,       -0.338
   6,    6,   49.380990, -100.884648,       -0.525
   7,    6,   49.385233, -100.732609,       -0.588
   8,    6,   49.389365, -100.580555,       -0.713
   9,    6,   49.393386, -100.428486,       -1.025
  10,    6,   49.397296, -100.276405,       -1.400
  11,    6,   49.401094, -100.124309,       -1.775
  12,    6,   49.404782,  -99.972201,       -2.088
  13,    6,   49.408358,  -99.820081,       -2.338
  14,    6,   49.411823,  -99.667948,       -2.463
  15,    6,   49.415177,  -99.515803,       -2.275
  16,    6,   49.418420,  -99.363648,       -1.963
  17,    6,   49.421551,  -99.211481,       -1.838
  18,    6,   49.424571,  -99.059303,       -1.775
  19,    6,   49.427481,  -98.907116,       -1.650
  20,    6,   49.430279,  -98.754918,       -1.463
  21,    6,   49.432965,  -98.602711,       -1.525
  22,    6,   49.435541,  -98.450495,       -1.525
  23,    6,   49.438005,  -98.298270,       -1.463
  24,    6,   49.440358,  -98.146037,       -1.588
  25,    6,   49.442600,  -97.993796,       -1.838
  26,    6,   49.444731,  -97.841547,       -1.900
  27,    6,   49.446750,  -97.689291,       -2.088
  28,    6,   49.448659,  -97.537029,       -2.400
  29,    6,   49.450456,  -97.384760,       -2.713
  30,    6,   49.452142,  -97.232485,       -2.900
  31,    6,   49.453716,  -97.080204,       -3.025
  32,    6,   49.455180,  -96.927918,       -3.025
  33,    6,   49.456532,  -96.775628,       -3.025
  34,    6,   49.457773,  -96.623332,       -3.025
  35,    6,   49.458903,  -96.471033,       -3.213
  36,    6,   49.459921,  -96.318730,       -3.275
  37,    6,   49.460829,  -96.166424,       -3.275
  38,    6,   49.461625,  -96.014114,       -3.338
  39,    6,   49.462310,  -95.861802,       -3.463
  40,    6,   49.462883,  -95.709488,       -3.650
  41,    6,   49.463346,  -95.557173,       -3.838
  42,    6,   49.463697,  -95.404855,       -4.088
  43,    6,   49.463937,  -95.252537,       -4.150
  44,    6,   49.464066,  -95.100218,       -4.150
   1,    7,   49.457033, -101.652079,       -0.838
   2,    7,   49.461833, -101.499947,       -0.775
   3,    7,   49.466522, -101.347799,       -0.713
   4,    7,   49.471100, -101.195634,       -0.713
   5,    7,   49.475567, -101.043454,       -0.713
   6,    7,   49.479922, -100.891259,       -0.838
   7,    7,   49.484166, -100.739049,       -0.775
   8,    7,   49.488300, -100.586824,       -0.963
   9,    7,   49.492321, -100.434586,       -1.275
  10,    7,   49.496232, -100.282333,       -1.400
  11,    7,   49.500032, -100.130068,       -1.713
  12,    7,   49.503720,  -99.977789,       -2.088
  13,    7,   49.507297,  -99.825498,       -2.275
  14,    7,   49.510763,  -99.673194,       -2.275
  15,    7,   49.514117,  -99.520879,       -1.963
  16,    7,   49.517361,  -99.368552,       -1.900
  17,    7,   49.520493,  -99.216215,       -1.838
  18,    7,   49.523514,  -99.063866,       -1.775
  19,    7,   49.526424,  -98.911508,       -1.650
  20,    7,   49.529222,  -98.759139,       -1.525
  21,    7,   49.531910,  -98.606761,       -1.400
  22,    7,   49.534486,  -98.454374,       -1.338
  23,    7,   49.536951,  -98.301978,       -1.338
  24,    7,   49.539304,  -98.149574,       -1.463
  25,    7,   49.541547,  -97.997162,       -1.775
  26,    7,   49.543678,  -97.844742,       -1.900
  27,    7,   49.545698,  -97.692315,       -2.088
  28,    7,   49.547607,  -97.539882,       -2.463
  29,    7,   49.549404,  -97.387442,       -2.775
  30,    7,   49.551091,  -97.234995,       -2.963
  31,    7,   49.552666,  -97.082544,       -3.025
  32,    7,   49.554129,  -96.930086,       -2.963
  33,    7,   49.555482,  -96.777625,       -2.838
  34,    7,   49.556723,  -96.625158,       -2.963
  35,    7,   49.557853,  -96.472687,       -3.088
  36,    7,   49.558872,  -96.320213,       -3.088
  37,    7,   49.559780,  -96.167735,       -3.150
  38,    7,   49.560576,  -96.015255,       -3.275
  39,    7,   49.561261,  -95.862772,       -3.463
  40,    7,   49.561835,  -95.710286,       -3.713
  41,    7,   49.562297,  -95.557799,       -3.963
  42,    7,   49.562649,  -95.405311,       -4.213
  43,    7,   49.562889,  -95.252821,       -4.213
  44,    7,   49.563018,  -95.100331,       -4.150
   1,    8,   49.555872, -101.659558,       -0.525
   2,    8,   49.560673, -101.507255,       -0.400
   3,    8,   49.565363, -101.354936,       -0.463
   4,    8,   49.569942, -101.202601,       -0.650
   5,    8,   49.574410, -101.050251,       -0.713
   6,    8,   49.578766, -100.897885,       -0.838
   7,    8,   49.583011, -100.745504,       -1.025
   8,    8,   49.587145, -100.593108,       -1.338
   9,    8,   49.591168, -100.440699,       -1.588
  10,    8,   49.595080, -100.288275,       -1.463
  11,    8,   49.598880, -100.135839,       -1.775
  12,    8,   49.602569,  -99.983389,       -2.088
  13,    8,   49.606147,  -99.830927,       -2.213
  14,    8,   49.609613,  -99.678452,       -2.275
  15,    8,   49.612969,  -99.525966,       -2.150
  16,    8,   49.616213,  -99.373468,       -2.025
  17,    8,   49.619346,  -99.220959,       -1.838
  18,    8,   49.622368,  -99.068440,       -1.650
  19,    8,   49.625278,  -98.915910,       -1.463
  20,    8,   49.628077,  -98.763370,       -1.275
  21,    8,   49.630765,  -98.610821,       -1.213
  22,    8,   49.633342,  -98.458262,       -1.150
  23,    8,   49.635807,  -98.305695,       -1.150
  24,    8,   49.638162,  -98.153119,       -1.338
  25,    8,   49.640405,  -98.000536,       -1.588
  26,    8,   49.642536,  -97.847945,       -1.775
  27,    8,   49.644557,  -97.695346,       -2.088
  28,    8,   49.646466,  -97.542741,       -2.588
  29,    8,   49.648264,  -97.390129,       -2.838
  30,    8,   49.649950,  -97.237512,       -3.025
  31,    8,   49.651526,  -97.084888,       -2.963
  32,    8,   49.652990,  -96.932260,       -2.838
  33,    8,   49.654343,  -96.779626,       -2.713
  34,    8,   49.655584,  -96.626988,       -2.900
  35,    8,   49.656714,  -96.474346,       -2.963
  36,    8,   49.657733,  -96.321700,       -2.963
  37,    8,   49.658641,  -96.169050,       -3.088
  38,    8,   49.659438,  -96.016398,       -3.338
  39,    8,   49.660123,  -95.863743,       -3.588
  40,    8,   49.660697,  -95.711086,       -3.838
  41,    8,   49.661160,  -95.558427,       -4.025
  42,    8,   49.661511,  -95.405767,       -4.275
  43,    8,   49.661751,  -95.253106,       -4.400
  44,    8,   49.661880,  -95.100444,       -4.400
   1,    9,   49.654622, -101.667053,       -0.338
   2,    9,   49.659424, -101.514580,       -0.338
   3,    9,   49.664115, -101.362090,       -0.525
   4,    9,   49.668695, -101.209584,       -0.838
   5,    9,   49.673163, -101.057062,       -0.838
   6,    9,   49.677521, -100.904525,       -1.025
   7,    9,   49.681767, -100.751973,       -1.213
   8,    9,   49.685902, -100.599406,       -1.400
   9,    9,   49.689925, -100.446826,       -1.713
  10,    9,   49.693838, -100.294231,       -1.588
  11,    9,   49.697639, -100.141623,       -1.775
  12,    9,   49.701329,  -99.989002,       -1.963
  13,    9,   49.704908,  -99.836368,       -2.088
  14,    9,   49.708375,  -99.683722,       -2.025
  15,    9,   49.711731,  -99.531064,       -1.900
  16,    9,   49.714976,  -99.378395,       -1.713
  17,    9,   49.718110,  -99.225715,       -1.525
  18,    9,   49.721132,  -99.073023,       -1.338
  19,    9,   49.724043,  -98.920322,       -1.213
  20,    9,   49.726843,  -98.767610,       -1.088
  21,    9,   49.729531,  -98.614889,       -0.963
  22,    9,   49.732109,  -98.462159,       -0.963
