   X,    Y,    Latitude,   Longitude, UGRD_201908060000
  44,    6,   49.464066,  -95.100218,        6.570
   1,    7,   49.457033, -101.652079,        4.945
   2,    7,   49.461833, -101.499947,        4.883
   3,    7,   49.466522, -101.347799,        4.883
   4,    7,   49.471100, -101.195634,        4.883
   5,    7,   49.475567, -101.043454,        4.945
   6,    7,   49.479922, -100.891259,        4.945
   7,    7,   49.484166, -100.739049,        5.070
   8,    7,   49.488300, -100.586824,        5.070
   9,    7,   49.492321, -100.434586,        5.008
  10,    7,   49.496232, -100.282333,        4.945
  11,    7,   49.500032, -100.130068,        4.758
  12,    7,   49.503720,  -99.977789,        4.570
  13,    7,   49.507297,  -99.825498,        4.445
  14,    7,   49.510763,  -99.673194,        4.383
  15,    7,   49.514117,  -99.520879,        4.320
  16,    7,   49.517361,  -99.368552,        4.383
  17,    7,   49.520493,  -99.216215,        4.070
  18,    7,   49.523514,  -99.063866,        3.445
  19,    7,   49.526424,  -98.911508,        2.570
  20,    7,   49.529222,  -98.759139,        1.820
  21,    7,   49.531910,  -98.606761,        1.383
  22,    7,   49.534486,  -98.454374,        1.320
  23,    7,   49.536951,  -98.301978,        1.445
  24,    7,   49.539304,  -98.149574,        1.570
  25,    7,   49.541547,  -97.997162,        1.820
  26,    7,   49.543678,  -97.844742,        2.258
  27,    7,   49.545698,  -97.692315,        2.820
  28,    7,   49.547607,  -97.539882,        3.445
  29,    7,   49.549404,  -97.387442,        4.508
  30,    7,   49.551091,  -97.234995,        5.320
  31,    7,   49.552666,  -97.082544,        5.758
  32,    7,   49.554129,  -96.930086,        5.945
  33,    7,   49.555482,  -96.777625,        6.008
  34,    7,   49.556723,  -96.625158,        5.883
  35,    7,   49.557853,  -96.472687,        5.820
  36,    7,   49.558872,  -96.320213,        5.820
  37,    7,   49.559780,  -96.167735,        5.883
  38,    7,   49.560576,  -96.015255,        6.070
  39,    7,   49.561261,  -95.862772,        6.195
  40,    7,   49.561835,  -95.710286,        6.383
  41,    7,   49.562297,  -95.557799,        6.508
  42,    7,   49.562649,  -95.405311,        6.820
  43,    7,   49.562889,  -95.252821,        6.695
