   X,    Y,    Latitude,   Longitude, HPBL_201907120000
  37,    8,   49.658641,  -96.169050,     2001.920
  38,    8,   49.659438,  -96.016398,     1999.200
  39,    8,   49.660123,  -95.863743,     1996.320
  40,    8,   49.660697,  -95.711086,     1996.320
  41,    8,   49.661160,  -95.558427,     1992.960
  42,    8,   49.661511,  -95.405767,     1988.800
  43,    8,   49.661751,  -95.253106,     1985.600
  44,    8,   49.661880,  -95.100444,     1985.600
   1,    9,   49.654622, -101.667053,     3484.640
   2,    9,   49.659424, -101.514580,     3149.760
   3,    9,   49.664115, -101.362090,     3149.760
   4,    9,   49.668695, -101.209584,     3165.440
   5,    9,   49.673163, -101.057062,     3177.920
   6,    9,   49.677521, -100.904525,     2252.160
   7,    9,   49.681767, -100.751973,     1570.720
   8,    9,   49.685902, -100.599406,     1570.720
   9,    9,   49.689925, -100.446826,     1243.040
  10,    9,   49.693838, -100.294231,     1396.000
  11,    9,   49.697639, -100.141623,     1396.480
  12,    9,   49.701329,  -99.989002,     1396.480
  13,    9,   49.704908,  -99.836368,      501.120
  14,    9,   49.708375,  -99.683722,      557.920
  15,    9,   49.711731,  -99.531064,     1115.840
  16,    9,   49.714976,  -99.378395,      679.040
  17,    9,   49.718110,  -99.225715,      679.040
  18,    9,   49.721132,  -99.073023,     1575.840
  19,    9,   49.724043,  -98.920322,     1400.960
  20,    9,   49.726843,  -98.767610,      397.920
  21,    9,   49.729531,  -98.614889,      397.920
  22,    9,   49.732109,  -98.462159,      349.600
  23,    9,   49.734575,  -98.309420,      350.400
  24,    9,   49.736929,  -98.156673,      400.640
  25,    9,   49.739173,  -98.003917,     1588.800
  26,    9,   49.741305,  -97.851154,     1588.800
  27,    9,   49.743326,  -97.698384,     1793.440
  28,    9,   49.745235,  -97.545607,     1589.280
  29,    9,   49.747034,  -97.392823,      684.800
  30,    9,   49.748721,  -97.240034,      684.800
  31,    9,   49.750296,  -97.087238,     2020.960
  32,    9,   49.751761,  -96.934438,     2018.400
  33,    9,   49.753114,  -96.781632,     2272.960
  34,    9,   49.754356,  -96.628822,     1780.000
  35,    9,   49.755486,  -96.476008,     1779.680
  36,    9,   49.756506,  -96.323190,     2006.400
  37,    9,   49.757414,  -96.170368,     2004.000
  38,    9,   49.758210,  -96.017544,     2000.800
  39,    9,   49.758896,  -95.864717,     2000.800
  40,    9,   49.759470,  -95.711888,     1996.960
  41,    9,   49.759932,  -95.559057,     1992.640
  42,    9,   49.760284,  -95.406224,     1988.800
  43,    9,   49.760524,  -95.253391,     1755.360
  44,    9,   49.760653,  -95.100557,     1755.360
   1,   10,   49.753282, -101.674565,     3484.640
   2,   10,   49.758085, -101.521921,     3147.840
   3,   10,   49.762777, -101.369259,     3147.840
   4,   10,   49.767358, -101.216582,     3516.160
   5,   10,   49.771827, -101.063889,     3531.040
   6,   10,   49.776186, -100.911180,     1997.920
   7,   10,   49.780433, -100.758457,     1997.920
   8,   10,   49.784569, -100.605719,     1571.520
   9,   10,   49.788593, -100.452966,     1396.640
  10,   10,   49.792507, -100.300200,     1396.000
  11,   10,   49.796309, -100.147420,      556.320
  12,   10,   49.799999,  -99.994627,      556.320
  13,   10,   49.803579,  -99.841822,      615.840
  14,   10,   49.807047,  -99.689004,     1400.320
  15,   10,   49.810404,  -99.536174,     1400.640
  16,   10,   49.813649,  -99.383333,     1400.640
  17,   10,   49.816784,  -99.230481,     1000.640
  18,   10,   49.819807,  -99.077617,     1400.160
  19,   10,   49.822718,  -98.924744,     1400.960
  20,   10,   49.825519,  -98.771860,      503.520
  21,   10,   49.828208,  -98.618967,      503.520
  22,   10,   49.830786,  -98.466065,      748.800
  23,   10,   49.833252,  -98.313154,      907.200
  24,   10,   49.835607,  -98.160234,      908.480
  25,   10,   49.837851,  -98.007306,      908.480
  26,   10,   49.839984,  -97.854371,     2022.880
  27,   10,   49.842005,  -97.701429,     1589.920
  28,   10,   49.843915,  -97.548479,      452.960
  29,   10,   49.845714,  -97.395523,     2020.320
  30,   10,   49.847401,  -97.242561,     2020.320
  31,   10,   49.848977,  -97.089593,     2018.240
  32,   10,   49.850442,  -96.936620,     2015.360
  33,   10,   49.851796,  -96.783642,     2012.800
  34,   10,   49.853038,  -96.630660,     2012.800
  35,   10,   49.854168,  -96.477673,     1779.680
  36,   10,   49.855188,  -96.324683,     2006.720
  37,   10,   49.856096,  -96.171689,     2004.160
  38,   10,   49.856893,  -96.018692,     2001.280
  39,   10,   49.857578,  -95.865693,     2001.280
  40,   10,   49.858153,  -95.712691,     1997.120
  41,   10,   49.858615,  -95.559688,     1992.160
  42,   10,   49.858967,  -95.406683,     1987.200
  43,   10,   49.859207,  -95.253677,     1987.040
  44,   10,   49.859336,  -95.100671,     1982.560
   1,   11,   49.851852, -101.682094,     3132.960
   2,   11,   49.856656, -101.529278,     3132.960
   3,   11,   49.861349, -101.376445,     2812.480
   4,   11,   49.865931, -101.223596,     3514.720
   5,   11,   49.870402, -101.070731,     2526.880
   6,   11,   49.874761, -100.917851,     2249.600
   7,   11,   49.879009, -100.764955,     2249.600
   8,   11,   49.883146, -100.612045,     1396.160
   9,   11,   49.887171, -100.459121,      998.240
  10,   11,   49.891085, -100.306182,      998.080
  11,   11,   49.894888, -100.153230,      998.080
  12,   11,   49.898580, -100.000265,      612.480
  13,   11,   49.902160,  -99.847288,      814.720
  14,   11,   49.905629,  -99.694298,     1571.360
  15,   11,   49.908986,  -99.541296,     1572.640
  16,   11,   49.912233,  -99.388282,     1572.640
  17,   11,   49.915368,  -99.235257,      500.800
  18,   11,   49.918391,  -99.082222,      678.560
  19,   11,   49.921304,  -98.929176,      449.280
  20,   11,   49.924105,  -98.776120,      449.280
  21,   11,   49.926794,  -98.623054,      561.120
